symbol,date,price
XLK,2022/06/28,127.896
XLP,2022/06/28,70.71
XLU,2022/06/28,68.284
XLV,2022/06/28,126.394
XLY,2022/06/28,138.968
XOM,2022/06/28,89.187
ABBV,2022/06/29,149.75
ACN,2022/06/29,276.453
AEP,2022/06/29,92.886
AIZ,2022/06/29,169.231
ALLE,2022/06/29,97.6
AMAT,2022/06/29,91.483
AMP,2022/06/29,237.078
AMZN,2022/06/29,108.92
AVB,2022/06/29,191.507
AVY,2022/06/29,162.69
AXP,2022/06/29,137.944
BDX,2022/06/29,247.585
BF-B,2022/06/29,70.537
BMY,2022/06/29,76.437
BR,2022/06/29,142.556
CARR,2022/06/29,35.486
CDW,2022/06/29,157.159
CE,2022/06/29,117.472
CHTR,2022/06/29,463.84
CNC,2022/06/29,84.94
CNP,2022/06/29,28.595
COP,2022/06/29,88.528
CTAS,2022/06/29,369.541
CZR,2022/06/29,40.27
DG,2022/06/29,245.386
DPZ,2022/06/29,386.64
DRE,2022/06/29,55.088
DXC,2022/06/29,30.53
EWA,2022/06/29,21.062
EWC,2022/06/29,33.499
EWG,2022/06/29,23.242
EWH,2022/06/29,21.788
EWJ,2022/06/29,52.791
EWL,2022/06/29,41.46
EWQ,2022/06/29,30.11
EWT,2022/06/29,43.695
EWU,2022/06/29,29.739
EWY,2022/06/29,57.453
EWZ,2022/06/29,25.851
FTV,2022/06/29,54.412
GOOG,2022/06/29,112.256
GPC,2022/06/29,132.096
GSG,2022/06/29,23.79
HIG,2022/06/29,64.184
HIGH.L,2022/06/29,4.772
HST,2022/06/29,15.47
HYG,2022/06/29,71.02
IAU,2022/06/29,34.55
ICLN,2022/06/29,18.697
IEAA.L,2022/06/29,4.662
IEF,2022/06/29,100.186
IEFM.L,2022/06/29,722.8
IEMG,2022/06/29,48.621
IEUS,2022/06/29,48.716
IEVL.L,2022/06/29,6.797
IGF,2022/06/29,46.301
INDA,2022/06/29,39.39
IUMO.L,2022/06/29,9.475
IUVL.L,2022/06/29,7.95
IVV,2022/06/29,378.741
IWM,2022/06/29,169.032
IXN,2022/06/29,46.091
JPEA.L,2022/06/29,4.728
JPM,2022/06/29,112.445
KR,2022/06/29,47.311
LQD,2022/06/29,107.488
MCHI,2022/06/29,54.84
META,2022/06/29,163.94
MVEU.L,2022/06/29,49.835
OGN,2022/06/29,33.876
PG,2022/06/29,139.412
PPL,2022/06/29,26.646
PRU,2022/06/29,94.148
PYPL,2022/06/29,71.47
RE,2022/06/29,275.457
REET,2022/06/29,24.032
ROL,2022/06/29,34.642
ROST,2022/06/29,71.372
SEGA.L,2022/06/29,97.622
SHY,2022/06/29,81.61
SLV,2022/06/29,19.14
SPMV.L,2022/06/29,73.4
TLT,2022/06/29,111.826
UNH,2022/06/29,512.517
URI,2022/06/29,240.284
V,2022/06/29,198.315
VRSK,2022/06/29,170.748
VXX,2022/06/29,22.84
WRK,2022/06/29,39.326
XLB,2022/06/29,73.585
XLC,2022/06/29,54.68
XLE,2022/06/29,71.526
XLF,2022/06/29,31.368
XLI,2022/06/29,86.244
XLK,2022/06/29,128.155
XLP,2022/06/29,71.154
XLU,2022/06/29,68.334
XLV,2022/06/29,127.495
XLY,2022/06/29,138.858
XOM,2022/06/29,85.892
ABBV,2022/06/30,148.798
ACN,2022/06/30,274.319
AEP,2022/06/30,93.441
AIZ,2022/06/30,171.192
ALLE,2022/06/30,97.114
AMAT,2022/06/30,90.528
AMP,2022/06/30,234.786
AMZN,2022/06/30,106.21
AVB,2022/06/30,190.692
AVY,2022/06/30,160.577
AXP,2022/06/30,137.616
BDX,2022/06/30,244.795
BF-B,2022/06/30,69.781
BMY,2022/06/30,75.709
BR,2022/06/30,141.228
CARR,2022/06/30,35.357
CDW,2022/06/30,156.642
CE,2022/06/30,115.392
CHTR,2022/06/30,468.53
CNC,2022/06/30,84.61
CNP,2022/06/30,29.046
COP,2022/06/30,86.931
CTAS,2022/06/30,370.613
CZR,2022/06/30,38.3
DG,2022/06/30,243.787
DPZ,2022/06/30,387.306
DRE,2022/06/30,54.69
DXC,2022/06/30,30.31
EWA,2022/06/30,20.827
EWC,2022/06/30,33.193
EWG,2022/06/30,23.002
EWH,2022/06/30,21.906
EWJ,2022/06/30,52.711
EWL,2022/06/30,41.53
EWQ,2022/06/30,29.901
EWT,2022/06/30,42.754
EWU,2022/06/30,29.513
EWY,2022/06/30,57.493
EWZ,2022/06/30,25.488
FTV,2022/06/30,54.263
GOOG,2022/06/30,109.372
GPC,2022/06/30,131.591
GSG,2022/06/30,23.1
HIG,2022/06/30,64.678
HIGH.L,2022/06/30,4.764
HST,2022/06/30,15.45
HYG,2022/06/30,70.981
IAU,2022/06/30,34.31
ICLN,2022/06/30,19.017
IEAA.L,2022/06/30,4.696
IEF,2022/06/30,100.956
IEFM.L,2022/06/30,708.8
IEMG,2022/06/30,48.384
IEUS,2022/06/30,48.258
IEVL.L,2022/06/30,6.63
IGF,2022/06/30,46.242
INDA,2022/06/30,39.37
IUMO.L,2022/06/30,9.426
IUVL.L,2022/06/30,7.928
IVV,2022/06/30,375.581
IWM,2022/06/30,167.715
IXN,2022/06/30,45.523
JPEA.L,2022/06/30,4.728
JPM,2022/06/30,109.822
KR,2022/06/30,46.544
LQD,2022/06/30,107.812
MCHI,2022/06/30,54.988
META,2022/06/30,161.25
MVEU.L,2022/06/30,49.36
OGN,2022/06/30,33.073
PG,2022/06/30,140.97
PPL,2022/06/30,26.715
PRU,2022/06/30,93.512
PYPL,2022/06/30,69.84
RE,2022/06/30,277.178
REET,2022/06/30,23.874
ROL,2022/06/30,34.593
ROST,2022/06/30,69.802
SEGA.L,2022/06/30,98.069
SHY,2022/06/30,81.768
SLV,2022/06/30,18.64
SPMV.L,2022/06/30,73.12
TLT,2022/06/30,112.808
UNH,2022/06/30,510.45
URI,2022/06/30,242.118
V,2022/06/30,195.72
VRSK,2022/06/30,172.512
VXX,2022/06/30,23.08
WRK,2022/06/30,38.965
XLB,2022/06/30,72.715
XLC,2022/06/30,54.023
XLE,2022/06/30,70.018
XLF,2022/06/30,31.091
XLI,2022/06/30,86.511
XLK,2022/06/30,126.444
XLP,2022/06/30,71.203
XLU,2022/06/30,69.092
XLV,2022/06/30,127.207
XLY,2022/06/30,136.818
XOM,2022/06/30,83.475
ABBV,2022/07/01,149.42
ACN,2022/07/01,277.283
AEP,2022/07/01,95.399
AIZ,2022/07/01,173.322
ALLE,2022/07/01,98.81
AMAT,2022/07/01,85.841
AMP,2022/07/01,235.073
AMZN,2022/07/01,109.56
AVB,2022/07/01,192.655
AVY,2022/07/01,163.126
AXP,2022/07/01,139.383
BDX,2022/07/01,250.028
BF-B,2022/07/01,71.183
BMY,2022/07/01,75.552
BR,2022/07/01,145.062
CARR,2022/07/01,35.694
CDW,2022/07/01,156.085
CE,2022/07/01,113.537
CHTR,2022/07/01,480.92
CNC,2022/07/01,86.21
CNP,2022/07/01,29.95
COP,2022/07/01,88.064
CTAS,2022/07/01,373.768
CZR,2022/07/01,38.53
DG,2022/07/01,245.24
DPZ,2022/07/01,401.12
DRE,2022/07/01,55.934
DXC,2022/07/01,29.94
EWA,2022/07/01,20.699
EWC,2022/07/01,33.548
EWG,2022/07/01,23.022
EWH,2022/07/01,21.867
EWJ,2022/07/01,52.931
EWL,2022/07/01,41.58
EWQ,2022/07/01,30
EWT,2022/07/01,41.618
EWU,2022/07/01,29.444
EWY,2022/07/01,56.712
EWZ,2022/07/01,25.191
FTV,2022/07/01,54.752
GOOG,2022/07/01,109.081
GPC,2022/07/01,131.938
GSG,2022/07/01,23.38
HIG,2022/07/01,65.479
HIGH.L,2022/07/01,4.778
HST,2022/07/01,15.479
HYG,2022/07/01,71.658
IAU,2022/07/01,34.3
ICLN,2022/07/01,19.286
IEAA.L,2022/07/01,4.738
IEF,2022/07/01,102.039
IEFM.L,2022/07/01,709.65
IEMG,2022/07/01,48.029
IEUS,2022/07/01,48.179
IEVL.L,2022/07/01,6.627
IGF,2022/07/01,46.805
INDA,2022/07/01,39.48
IUMO.L,2022/07/01,9.404
IUVL.L,2022/07/01,7.855
IVV,2022/07/01,379.484
IWM,2022/07/01,169.745
IXN,2022/07/01,45.393
JPEA.L,2022/07/01,4.804
JPM,2022/07/01,111.226
KR,2022/07/01,47.34
LQD,2022/07/01,109.174
MCHI,2022/07/01,55.008
META,2022/07/01,160.03
MVEU.L,2022/07/01,49.675
OGN,2022/07/01,33.563
PG,2022/07/01,143.245
PPL,2022/07/01,27.335
PRU,2022/07/01,95.213
PYPL,2022/07/01,71.4
RE,2022/07/01,280.639
REET,2022/07/01,24.2
ROL,2022/07/01,34.672
ROST,2022/07/01,70.945
SEGA.L,2022/07/01,99.546
SHY,2022/07/01,82.014
SLV,2022/07/01,18.31
SPMV.L,2022/07/01,73.335
TLT,2022/07/01,113.966
UNH,2022/07/01,514.197
URI,2022/07/01,243.563
V,2022/07/01,197.997
VRSK,2022/07/01,174.714
VXX,2022/07/01,22.54
WRK,2022/07/01,39.248
XLB,2022/07/01,73.229
XLC,2022/07/01,54.571
XLE,2022/07/01,71.065
XLF,2022/07/01,31.516
XLI,2022/07/01,87.264
XLK,2022/07/01,126.732
XLP,2022/07/01,72.229
XLU,2022/07/01,70.787
XLV,2022/07/01,128.635
XLY,2022/07/01,139.336
XOM,2022/07/01,85.337
HIGH.L,2022/07/04,4.783
IEAA.L,2022/07/04,4.715
IEFM.L,2022/07/04,716.55
IEVL.L,2022/07/04,6.664
IUMO.L,2022/07/04,9.536
IUVL.L,2022/07/04,7.939
JPEA.L,2022/07/04,4.788
MVEU.L,2022/07/04,50.05
SEGA.L,2022/07/04,98.238
SPMV.L,2022/07/04,73.99
ABBV,2022/07/05,149.546
ACN,2022/07/05,271.869
AEP,2022/07/05,91.142
AIZ,2022/07/05,170.915
ALLE,2022/07/05,99.604
AMAT,2022/07/05,85.572
AMP,2022/07/05,232.445
AMZN,2022/07/05,113.5
AVB,2022/07/05,190.653
AVY,2022/07/05,161.807
AXP,2022/07/05,138.638
BDX,2022/07/05,246.185
BF-B,2022/07/05,70.417
BMY,2022/07/05,74.687
BR,2022/07/05,144.795
CARR,2022/07/05,35.764
CDW,2022/07/05,156.831
CE,2022/07/05,110.908
CHTR,2022/07/05,481.22
CNC,2022/07/05,84.75
CNP,2022/07/05,28.565
COP,2022/07/05,81.927
CTAS,2022/07/05,372.428
CZR,2022/07/05,42.26
DG,2022/07/05,248.923
DPZ,2022/07/05,394.352
DRE,2022/07/05,56.571
DXC,2022/07/05,29.89
EWA,2022/07/05,20.434
EWC,2022/07/05,32.72
EWG,2022/07/05,22.092
EWH,2022/07/05,21.62
EWJ,2022/07/05,52.591
EWL,2022/07/05,41.07
EWQ,2022/07/05,29.044
EWT,2022/07/05,41.279
EWU,2022/07/05,28.577
EWY,2022/07/05,56.317
EWZ,2022/07/05,24.595
FTV,2022/07/05,54.802
GOOG,2022/07/05,113.887
GPC,2022/07/05,133.808
GSG,2022/07/05,21.85
HIG,2022/07/05,64.273
HIGH.L,2022/07/05,4.754
HST,2022/07/05,15.588
HYG,2022/07/05,71.591
IAU,2022/07/05,33.58
ICLN,2022/07/05,19.007
IEAA.L,2022/07/05,4.75
IEF,2022/07/05,102.414
IEFM.L,2022/07/05,697.6
IEMG,2022/07/05,47.655
IEUS,2022/07/05,46.658
IEVL.L,2022/07/05,6.449
IGF,2022/07/05,45.539
INDA,2022/07/05,39.49
IUMO.L,2022/07/05,9.25
IUVL.L,2022/07/05,7.752
IVV,2022/07/05,380.296
IWM,2022/07/05,171.151
IXN,2022/07/05,45.762
JPEA.L,2022/07/05,4.774
JPM,2022/07/05,110.803
KR,2022/07/05,46.445
LQD,2022/07/05,109.145
MCHI,2022/07/05,54.801
META,2022/07/05,168.19
MVEU.L,2022/07/05,49.575
OGN,2022/07/05,33.514
PG,2022/07/05,141.862
PPL,2022/07/05,26.419
PRU,2022/07/05,93.17
PYPL,2022/07/05,74.4
RE,2022/07/05,274.349
REET,2022/07/05,23.993
ROL,2022/07/05,34.652
ROST,2022/07/05,73.37
SEGA.L,2022/07/05,99.079
SHY,2022/07/05,82.004
SLV,2022/07/05,17.73
SPMV.L,2022/07/05,72.76
TLT,2022/07/05,114.861
UNH,2022/07/05,502.112
URI,2022/07/05,244.191
V,2022/07/05,199.348
VRSK,2022/07/05,174.834
VXX,2022/07/05,22.55
WRK,2022/07/05,38.876
XLB,2022/07/05,71.757
XLC,2022/07/05,55.835
XLE,2022/07/05,68.246
XLF,2022/07/05,31.408
XLI,2022/07/05,85.957
XLK,2022/07/05,128.324
XLP,2022/07/05,71.766
XLU,2022/07/05,68.373
XLV,2022/07/05,127.891
XLY,2022/07/05,142.451
XOM,2022/07/05,82.666
ABBV,2022/07/06,148.186
ACN,2022/07/06,272.63
AEP,2022/07/06,92.331
AIZ,2022/07/06,173.005
ALLE,2022/07/06,99.892
AMAT,2022/07/06,86.13
AMP,2022/07/06,230.726
AMZN,2022/07/06,114.33
AVB,2022/07/06,190.466
AVY,2022/07/06,164.406
AXP,2022/07/06,137.149
BDX,2022/07/06,244.546
BF-B,2022/07/06,70.019
BMY,2022/07/06,74.942
BR,2022/07/06,147.38
CARR,2022/07/06,35.873
CDW,2022/07/06,157.238
CE,2022/07/06,111.3
CHTR,2022/07/06,471.64
CNC,2022/07/06,86.01
CNP,2022/07/06,28.811
COP,2022/07/06,80.668
CTAS,2022/07/06,377.151
CZR,2022/07/06,40.32
DG,2022/07/06,252.039
DPZ,2022/07/06,395.117
DRE,2022/07/06,56.77
DXC,2022/07/06,29.32
EWA,2022/07/06,20.582
EWC,2022/07/06,32.543
EWG,2022/07/06,22.012
EWH,2022/07/06,21.443
EWJ,2022/07/06,52.582
EWL,2022/07/06,41.22
EWQ,2022/07/06,29.134
EWT,2022/07/06,40.71
EWU,2022/07/06,28.705
EWY,2022/07/06,55.843
EWZ,2022/07/06,24.539
FTV,2022/07/06,54.961
GOOG,2022/07/06,115.214
GPC,2022/07/06,133.867
GSG,2022/07/06,21.54
HIG,2022/07/06,64.639
HIGH.L,2022/07/06,4.788
HST,2022/07/06,15.243
HYG,2022/07/06,71.319
IAU,2022/07/06,33.05
ICLN,2022/07/06,18.927
IEAA.L,2022/07/06,4.776
IEF,2022/07/06,101.544
IEFM.L,2022/07/06,701.85
IEMG,2022/07/06,47.349
IEUS,2022/07/06,46.758
IEVL.L,2022/07/06,6.516
IGF,2022/07/06,45.391
INDA,2022/07/06,40.15
IUMO.L,2022/07/06,9.35
IUVL.L,2022/07/06,7.832
IVV,2022/07/06,381.654
IWM,2022/07/06,169.883
IXN,2022/07/06,46.17
JPEA.L,2022/07/06,4.749
JPM,2022/07/06,110.085
KR,2022/07/06,46.612
LQD,2022/07/06,108.604
MCHI,2022/07/06,53.983
META,2022/07/06,169.77
MVEU.L,2022/07/06,50.38
OGN,2022/07/06,32.622
PG,2022/07/06,143.186
PPL,2022/07/06,26.636
PRU,2022/07/06,92.672
PYPL,2022/07/06,73.24
RE,2022/07/06,278.384
REET,2022/07/06,24.042
ROL,2022/07/06,35.554
ROST,2022/07/06,73.539
SEGA.L,2022/07/06,98.522
SHY,2022/07/06,81.776
SLV,2022/07/06,17.69
SPMV.L,2022/07/06,73.98
TLT,2022/07/06,112.932
UNH,2022/07/06,512.1
URI,2022/07/06,240.792
V,2022/07/06,199.925
VRSK,2022/07/06,177.525
VXX,2022/07/06,22.16
WRK,2022/07/06,39.375
XLB,2022/07/06,72.211
XLC,2022/07/06,55.845
XLE,2022/07/06,67.08
XLF,2022/07/06,31.328
XLI,2022/07/06,86.452
XLK,2022/07/06,129.428
XLP,2022/07/06,71.973
XLU,2022/07/06,69.082
XLV,2022/07/06,128.754
XLY,2022/07/06,141.983
XOM,2022/07/06,81.175
ABBV,2022/07/07,147.671
ACN,2022/07/07,276.048
AEP,2022/07/07,92.058
AIZ,2022/07/07,173.441
ALLE,2022/07/07,100.199
AMAT,2022/07/07,90.299
AMP,2022/07/07,235.369
AMZN,2022/07/07,116.33
AVB,2022/07/07,189.062
AVY,2022/07/07,165.824
AXP,2022/07/07,140.008
BDX,2022/07/07,244.656
BF-B,2022/07/07,70.049
BMY,2022/07/07,73.88
BR,2022/07/07,147.995
CARR,2022/07/07,36.091
CDW,2022/07/07,158.889
CE,2022/07/07,112.841
CHTR,2022/07/07,465.4
CNC,2022/07/07,85.26
CNP,2022/07/07,28.781
COP,2022/07/07,83.582
CTAS,2022/07/07,377.915
CZR,2022/07/07,41.53
DG,2022/07/07,253.712
DPZ,2022/07/07,403.038
DRE,2022/07/07,57.248
DXC,2022/07/07,29.87
EWA,2022/07/07,21.013
EWC,2022/07/07,33.272
EWG,2022/07/07,22.422
EWH,2022/07/07,21.778
EWJ,2022/07/07,53.33
EWL,2022/07/07,41.42
EWQ,2022/07/07,29.452
EWT,2022/07/07,41.881
EWU,2022/07/07,29.158
EWY,2022/07/07,57.186
EWZ,2022/07/07,25.414
FTV,2022/07/07,55.8
GOOG,2022/07/07,119.306
GPC,2022/07/07,136.509
GSG,2022/07/07,22.4
HIG,2022/07/07,65.4
HIGH.L,2022/07/07,4.82
HST,2022/07/07,15.874
HYG,2022/07/07,72.482
IAU,2022/07/07,33.07
ICLN,2022/07/07,19.705
IEAA.L,2022/07/07,4.765
IEF,2022/07/07,100.922
IEFM.L,2022/07/07,707.75
IEMG,2022/07/07,48.345
IEUS,2022/07/07,47.851
IEVL.L,2022/07/07,6.682
IGF,2022/07/07,45.767
INDA,2022/07/07,40.3
IUMO.L,2022/07/07,9.518
IUVL.L,2022/07/07,8.025
IVV,2022/07/07,387.31
IWM,2022/07/07,173.904
IXN,2022/07/07,47.196
JPEA.L,2022/07/07,4.768
JPM,2022/07/07,112.869
KR,2022/07/07,47.93
LQD,2022/07/07,108.595
MCHI,2022/07/07,55.195
META,2022/07/07,172.19
MVEU.L,2022/07/07,50.85
OGN,2022/07/07,32.387
PG,2022/07/07,143.137
PPL,2022/07/07,26.833
PRU,2022/07/07,94.411
PYPL,2022/07/07,75.04
RE,2022/07/07,282.508
REET,2022/07/07,24.131
ROL,2022/07/07,36.247
ROST,2022/07/07,76.073
SEGA.L,2022/07/07,97.01
SHY,2022/07/07,81.717
SLV,2022/07/07,17.75
SPMV.L,2022/07/07,74.77
TLT,2022/07/07,111.939
UNH,2022/07/07,511.195
URI,2022/07/07,250.271
V,2022/07/07,201.595
VRSK,2022/07/07,177.435
VXX,2022/07/07,22.33
WRK,2022/07/07,40.128
XLB,2022/07/07,72.854
XLC,2022/07/07,56.721
XLE,2022/07/07,69.499
XLF,2022/07/07,31.783
XLI,2022/07/07,87.472
XLK,2022/07/07,132.104
XLP,2022/07/07,72.042
XLU,2022/07/07,69.013
XLV,2022/07/07,129.3
XLY,2022/07/07,145.645
XOM,2022/07/07,83.768
ABBV,2022/07/08,148.496
ACN,2022/07/08,275.722
AEP,2022/07/08,91.883
AIZ,2022/07/08,173.411
ALLE,2022/07/08,97.749
AMAT,2022/07/08,90.736
AMP,2022/07/08,233.65
AMZN,2022/07/08,115.54
AVB,2022/07/08,187.07
AVY,2022/07/08,163.632
AXP,2022/07/08,140.733
BDX,2022/07/08,243.931
BF-B,2022/07/08,69.781
BMY,2022/07/08,74.116
BR,2022/07/08,147.915
CARR,2022/07/08,35.764
CDW,2022/07/08,160.589
CE,2022/07/08,110.859
CHTR,2022/07/08,463.55
CNC,2022/07/08,88.01
CNP,2022/07/08,28.84
COP,2022/07/08,83.688
CTAS,2022/07/08,378.094
CZR,2022/07/08,39.59
DG,2022/07/08,251.741
DPZ,2022/07/08,398.874
DRE,2022/07/08,56.999
DXC,2022/07/08,29.87
EWA,2022/07/08,20.925
EWC,2022/07/08,33.262
EWG,2022/07/08,22.642
EWH,2022/07/08,21.729
EWJ,2022/07/08,53.599
EWL,2022/07/08,41.4
EWQ,2022/07/08,29.432
EWT,2022/07/08,42.067
EWU,2022/07/08,29.05
EWY,2022/07/08,57.601
EWZ,2022/07/08,25.628
FTV,2022/07/08,55.889
GOOG,2022/07/08,120.168
GPC,2022/07/08,135.688
GSG,2022/07/08,22.77
HIG,2022/07/08,64.915
HIGH.L,2022/07/08,4.842
HST,2022/07/08,15.716
HYG,2022/07/08,72.54
IAU,2022/07/08,33.09
ICLN,2022/07/08,19.955
IEAA.L,2022/07/08,4.776
IEF,2022/07/08,100.309
IEFM.L,2022/07/08,707.2
IEMG,2022/07/08,48.286
IEUS,2022/07/08,48.06
IEVL.L,2022/07/08,6.752
IGF,2022/07/08,45.915
INDA,2022/07/08,40.2
IUMO.L,2022/07/08,9.572
IUVL.L,2022/07/08,8.085
IVV,2022/07/08,387.003
IWM,2022/07/08,173.884
IXN,2022/07/08,47.296
JPEA.L,2022/07/08,4.738
JPM,2022/07/08,112.515
KR,2022/07/08,47.222
LQD,2022/07/08,108.418
MCHI,2022/07/08,54.702
META,2022/07/08,170.88
MVEU.L,2022/07/08,50.82
OGN,2022/07/08,32.093
PG,2022/07/08,142.176
PPL,2022/07/08,26.764
PRU,2022/07/08,94.128
PYPL,2022/07/08,73.43
RE,2022/07/08,277.613
REET,2022/07/08,24.062
ROL,2022/07/08,36.366
ROST,2022/07/08,75
SEGA.L,2022/07/08,96.696
SHY,2022/07/08,81.618
SLV,2022/07/08,17.79
SPMV.L,2022/07/08,75.005
TLT,2022/07/08,110.699
UNH,2022/07/08,515.419
URI,2022/07/08,248.049
V,2022/07/08,202.36
VRSK,2022/07/08,177.475
VXX,2022/07/08,21.99
WRK,2022/07/08,39.463
XLB,2022/07/08,72.142
XLC,2022/07/08,56.452
XLE,2022/07/08,69.469
XLF,2022/07/08,31.714
XLI,2022/07/08,87.076
XLK,2022/07/08,132.163
XLP,2022/07/08,71.914
XLU,2022/07/08,68.787
XLV,2022/07/08,129.687
XLY,2022/07/08,145.665
XOM,2022/07/08,83.904
ABBV,2022/07/11,148.866
ACN,2022/07/11,271.572
AEP,2022/07/11,92.535
AIZ,2022/07/11,175.788
ALLE,2022/07/11,97.104
AMAT,2022/07/11,88.179
AMP,2022/07/11,228.583
AMZN,2022/07/11,111.75
AVB,2022/07/11,187.06
AVY,2022/07/11,162.442
AXP,2022/07/11,139.562
BDX,2022/07/11,241.985
BF-B,2022/07/11,69.85
BMY,2022/07/11,74.293
BR,2022/07/11,146.32
CARR,2022/07/11,36.22
CDW,2022/07/11,157.666
CE,2022/07/11,109.083
CHTR,2022/07/11,453.39
CNC,2022/07/11,87.22
CNP,2022/07/11,28.997
COP,2022/07/11,82.808
CTAS,2022/07/11,377.796
CZR,2022/07/11,38.21
DG,2022/07/11,252.736
DPZ,2022/07/11,394.799
DRE,2022/07/11,57.029
DXC,2022/07/11,29.26
EWA,2022/07/11,20.366
EWC,2022/07/11,32.789
EWG,2022/07/11,22.002
EWH,2022/07/11,21.206
EWJ,2022/07/11,52.871
EWL,2022/07/11,41.2
EWQ,2022/07/11,28.944
EWT,2022/07/11,41.05
EWU,2022/07/11,28.715
EWY,2022/07/11,55.951
EWZ,2022/07/11,24.614
FTV,2022/07/11,55.37
GOOG,2022/07/11,116.522
GPC,2022/07/11,136.153
GSG,2022/07/11,22.76
HIG,2022/07/11,64.352
HIGH.L,2022/07/11,4.828
HST,2022/07/11,15.509
HYG,2022/07/11,72.133
IAU,2022/07/11,32.88
ICLN,2022/07/11,19.416
IEAA.L,2022/07/11,4.794
IEF,2022/07/11,101.1
IEFM.L,2022/07/11,709.3
IEMG,2022/07/11,47.073
IEUS,2022/07/11,47.245
IEVL.L,2022/07/11,6.673
IGF,2022/07/11,45.539
INDA,2022/07/11,40.08
IUMO.L,2022/07/11,9.499
IUVL.L,2022/07/11,7.982
IVV,2022/07/11,382.595
IWM,2022/07/11,170.388
IXN,2022/07/11,46.509
JPEA.L,2022/07/11,4.73
JPM,2022/07/11,111.039
KR,2022/07/11,47.104
LQD,2022/07/11,108.722
MCHI,2022/07/11,52.269
META,2022/07/11,162.88
MVEU.L,2022/07/11,50.875
OGN,2022/07/11,32.044
PG,2022/07/11,143.176
PPL,2022/07/11,26.892
PRU,2022/07/11,93.923
PYPL,2022/07/11,70.47
RE,2022/07/11,276.762
REET,2022/07/11,23.904
ROL,2022/07/11,36.604
ROST,2022/07/11,74.145
SEGA.L,2022/07/11,97.418
SHY,2022/07/11,81.648
SLV,2022/07/11,17.58
SPMV.L,2022/07/11,74.535
TLT,2022/07/11,112.608
UNH,2022/07/11,513.749
URI,2022/07/11,248.517
V,2022/07/11,203.842
VRSK,2022/07/11,177.246
VXX,2022/07/11,22.21
WRK,2022/07/11,39.19
XLB,2022/07/11,71.944
XLC,2022/07/11,54.74
XLE,2022/07/11,68.804
XLF,2022/07/11,31.457
XLI,2022/07/11,86.492
XLK,2022/07/11,130.343
XLP,2022/07/11,71.815
XLU,2022/07/11,69.22
XLV,2022/07/11,129.359
XLY,2022/07/11,141.674
XOM,2022/07/11,83.475
ABBV,2022/07/12,148.118
ACN,2022/07/12,270.387
AEP,2022/07/12,91.912
AIZ,2022/07/12,171.47
ALLE,2022/07/12,96.132
AMAT,2022/07/12,88.289
AMP,2022/07/12,228.83
AMZN,2022/07/12,109.22
AVB,2022/07/12,187.835
AVY,2022/07/12,164.703
AXP,2022/07/12,138.172
BDX,2022/07/12,235.252
BF-B,2022/07/12,69.691
BMY,2022/07/12,73.753
BR,2022/07/12,144.735
CARR,2022/07/12,35.823
CDW,2022/07/12,157.278
CE,2022/07/12,109.554
CHTR,2022/07/12,468.1
CNC,2022/07/12,86.91
CNP,2022/07/12,28.909
COP,2022/07/12,80.775
CTAS,2022/07/12,374.512
CZR,2022/07/12,38.72
DG,2022/07/12,246.425
DPZ,2022/07/12,389.075
DRE,2022/07/12,56.651
DXC,2022/07/12,28.66
EWA,2022/07/12,20.454
EWC,2022/07/12,32.523
EWG,2022/07/12,21.902
EWH,2022/07/12,21.245
EWJ,2022/07/12,52.891
EWL,2022/07/12,41.21
EWQ,2022/07/12,29.034
EWT,2022/07/12,41.168
EWU,2022/07/12,28.735
EWY,2022/07/12,55.902
EWZ,2022/07/12,24.325
FTV,2022/07/12,54.642
GOOG,2022/07/12,114.85
GPC,2022/07/12,135.5
GSG,2022/07/12,21.58
HIG,2022/07/12,64.184
HIGH.L,2022/07/12,4.834
HST,2022/07/12,15.706
HYG,2022/07/12,72.424
IAU,2022/07/12,32.77
ICLN,2022/07/12,19.067
IEAA.L,2022/07/12,4.82
IEF,2022/07/12,101.337
IEFM.L,2022/07/12,709.5
IEMG,2022/07/12,46.885
IEUS,2022/07/12,47.006
IEVL.L,2022/07/12,6.687
IGF,2022/07/12,45.262
INDA,2022/07/12,39.97
IUMO.L,2022/07/12,9.479
IUVL.L,2022/07/12,8.03
IVV,2022/07/12,379.157
IWM,2022/07/12,169.804
IXN,2022/07/12,46.031
JPEA.L,2022/07/12,4.684
JPM,2022/07/12,111.147
KR,2022/07/12,46.809
LQD,2022/07/12,108.88
MCHI,2022/07/12,52.003
META,2022/07/12,163.27
MVEU.L,2022/07/12,51
OGN,2022/07/12,32.201
PG,2022/07/12,141.912
PPL,2022/07/12,26.823
PRU,2022/07/12,93.845
PYPL,2022/07/12,71.43
RE,2022/07/12,273.786
REET,2022/07/12,23.854
ROL,2022/07/12,35.564
ROST,2022/07/12,74.612
SEGA.L,2022/07/12,98.079
SHY,2022/07/12,81.687
SLV,2022/07/12,17.44
SPMV.L,2022/07/12,74.54
TLT,2022/07/12,113.277
UNH,2022/07/12,511.235
URI,2022/07/12,250.162
V,2022/07/12,203.603
VRSK,2022/07/12,173.499
VXX,2022/07/12,22.48
WRK,2022/07/12,39.61
XLB,2022/07/12,71.806
XLC,2022/07/12,54.71
XLE,2022/07/12,67.462
XLF,2022/07/12,31.259
XLI,2022/07/12,86.224
